OrderID,Date,CustomerName,Item,Quantity,Price,PaymentType,Notes
874,,UNKNOWN,Sandwich,1,ERROR,Cash,Spilled order
875,2025/12/04,,Sandwich,1,,UNKNOWN,UNKNOWN
876,12/02/2025,,Cake,Two,,Cash,
877,UNKNOWN,Alice,ERROR,1,N/A,Card,Spilled order
878,2025/12/04,Alice,,1,2.75,UNKNOWN,Extra sugar
879,12/02/2025,Charlie,Tea,1,3.50,Cash,
880,2025/12/04,David,Cake,Two,3.50,Online,Extra sugar
881,UNKNOWN,Bob,Tea,3,,,
"882,""Dec 3, 2025"",Alice,,3,N/A,,UNKNOWN"
"883,""Dec 3, 2025"",Eve,ERROR,1,3.50,Online,Spilled order"
"884,""Dec 3, 2025"",Charlie,Sandwich,Two,3.50,Card,UNKNOWN"
"885,""Dec 3, 2025"",Bob,ERROR,3,2.75,UNKNOWN,No ice"
886,2025-12-01,Charlie,Sandwich,ERROR,5.00,,UNKNOWN
"887,""Dec 3, 2025"",Bob,,3,,Online,UNKNOWN"
888,UNKNOWN,Bob,ERROR,3,,Online,No ice
889,,UNKNOWN,Cake,Two,5.00,Card,
890,,Alice,Juice,ERROR,3.50,Card,No ice
891,2025-12-01,Unknown,Cake,Two,2.75,Cash,Spilled order
"892,""Dec 3, 2025"",Charlie,Tea,1,2.75,,UNKNOWN"
"893,""Dec 3, 2025"",Unknown,Cake,,,Cash,No ice"
"894,""Dec 3, 2025"",Charlie,,3,2.75,Online,UNKNOWN"
895,2025/12/04,UNKNOWN,Coffee,,ERROR,UNKNOWN,Spilled order
896,12/02/2025,Eve,Tea,Two,5.00,UNKNOWN,Extra sugar
897,2025/12/04,Unknown,ERROR,Two,3.50,Card,Spilled order
898,12/02/2025,Eve,Tea,Two,ERROR,UNKNOWN,
"899,""Dec 3, 2025"",,Juice,,5.00,UNKNOWN,"
"900,""Dec 3, 2025"",Alice,Sandwich,Two,N/A,UNKNOWN,"
901,2025/12/04,Alice,ERROR,1,,Online,UNKNOWN
902,2025/12/04,David,Tea,Two,2.75,UNKNOWN,
903,12/02/2025,UNKNOWN,ERROR,2,N/A,UNKNOWN,
904,,Eve,ERROR,,2.75,UNKNOWN,
905,12/02/2025,Bob,ERROR,2,ERROR,Cash,UNKNOWN
906,2025/12/04,Charlie,Sandwich,Two,3.50,Online,Spilled order
907,UNKNOWN,Alice,,1,3.50,Card,
908,2025/12/04,Unknown,Cake,3,3.50,Cash,Extra sugar
909,UNKNOWN,Charlie,ERROR,ERROR,2.75,,
910,2025-12-01,Charlie,Coffee,ERROR,N/A,Online,Spilled order
911,2025/12/04,David,,Two,3.50,Online,
912,2025-12-01,Eve,Juice,1,N/A,,
913,,Alice,Sandwich,,2.75,,Spilled order
914,12/02/2025,Charlie,Tea,2,ERROR,,No ice
915,UNKNOWN,Alice,Sandwich,2,N/A,Card,Extra sugar
916,12/02/2025,Bob,Tea,2,ERROR,UNKNOWN,
917,2025-12-01,David,Sandwich,,2.75,Online,
918,UNKNOWN,Bob,Tea,ERROR,2.75,UNKNOWN,Extra sugar
919,12/02/2025,Alice,ERROR,1,,UNKNOWN,Extra sugar
920,2025/12/04,,Cake,,2.75,,No ice
"921,""Dec 3, 2025"",Unknown,Tea,2,2.75,Card,"
922,2025-12-01,Alice,Tea,Two,5.00,Cash,UNKNOWN
923,12/02/2025,Eve,Coffee,3,3.50,Card,
924,2025-12-01,Charlie,Tea,,,UNKNOWN,
925,2025-12-01,Charlie,Coffee,,,Card,Spilled order
926,UNKNOWN,Bob,Juice,1,,,Spilled order
927,UNKNOWN,Unknown,ERROR,1,5.00,Cash,
"928,""Dec 3, 2025"",David,Coffee,,ERROR,,Spilled order"
929,2025/12/04,,Cake,2,2.75,Cash,Extra sugar
930,2025-12-01,UNKNOWN,,3,3.50,UNKNOWN,Spilled order
931,12/02/2025,Unknown,ERROR,1,N/A,Cash,Spilled order
932,,Charlie,Coffee,2,ERROR,Cash,
933,2025-12-01,Eve,ERROR,Two,2.75,Cash,No ice
934,2025-12-01,Unknown,ERROR,1,5.00,Card,Spilled order
"935,""Dec 3, 2025"",Bob,ERROR,2,2.75,Card,UNKNOWN"
936,2025/12/04,Bob,Juice,2,2.75,UNKNOWN,Spilled order
937,,UNKNOWN,Cake,3,5.00,Cash,No ice
938,UNKNOWN,Eve,Sandwich,3,,Online,
939,UNKNOWN,David,Sandwich,Two,,UNKNOWN,No ice
940,12/02/2025,Unknown,Coffee,2,3.50,Cash,
941,,Eve,ERROR,ERROR,3.50,Cash,Extra sugar
942,UNKNOWN,David,Coffee,2,,Card,
943,12/02/2025,Eve,Juice,3,ERROR,UNKNOWN,Extra sugar
944,2025/12/04,Eve,Juice,ERROR,N/A,Cash,Extra sugar
945,12/02/2025,Alice,Tea,1,2.75,Cash,
946,UNKNOWN,Bob,Juice,1,N/A,UNKNOWN,UNKNOWN
"947,""Dec 3, 2025"",Unknown,Tea,,2.75,Online,"
"948,""Dec 3, 2025"",Eve,Cake,3,,UNKNOWN,"
"949,""Dec 3, 2025"",Unknown,Coffee,,3.50,UNKNOWN,Spilled order"
950,UNKNOWN,UNKNOWN,,ERROR,ERROR,Online,UNKNOWN
"951,""Dec 3, 2025"",Eve,Cake,3,3.50,UNKNOWN,UNKNOWN"
952,,Charlie,Juice,Two,N/A,Cash,Spilled order
953,2025/12/04,Bob,Cake,2,3.50,UNKNOWN,
954,12/02/2025,Charlie,Cake,Two,,Online,UNKNOWN
955,12/02/2025,Unknown,Cake,ERROR,ERROR,,Extra sugar
956,UNKNOWN,Unknown,Juice,3,N/A,UNKNOWN,
"957,""Dec 3, 2025"",Bob,,ERROR,ERROR,Card,Spilled order"
"958,""Dec 3, 2025"",Unknown,ERROR,2,2.75,Cash,"
959,2025-12-01,Charlie,Cake,1,3.50,Cash,
960,2025/12/04,Eve,Tea,1,ERROR,Card,
961,,Eve,Juice,ERROR,5.00,Card,Extra sugar
962,12/02/2025,Alice,Cake,,3.50,UNKNOWN,
963,2025-12-01,UNKNOWN,,3,2.75,Card,No ice
964,2025-12-01,Unknown,ERROR,3,ERROR,,Spilled order
965,UNKNOWN,Charlie,Juice,1,N/A,Online,Spilled order
966,12/02/2025,Unknown,Sandwich,Two,2.75,Card,
967,UNKNOWN,Unknown,ERROR,2,5.00,Card,UNKNOWN
968,,David,Tea,Two,ERROR,,
969,2025-12-01,Alice,Cake,Two,,Cash,No ice
970,2025-12-01,Charlie,,ERROR,3.50,Cash,
971,2025/12/04,Charlie,Sandwich,1,N/A,UNKNOWN,Spilled order
972,,Unknown,,1,,,
973,2025-12-01,Alice,Sandwich,1,ERROR,Online,No ice
974,,Eve,Juice,ERROR,ERROR,Online,UNKNOWN
975,12/02/2025,Charlie,Sandwich,,2.75,,
"976,""Dec 3, 2025"",Eve,Tea,Two,ERROR,Online,Extra sugar"
977,2025-12-01,Alice,Tea,ERROR,N/A,Cash,
978,2025/12/04,Eve,Coffee,3,,Online,Extra sugar
979,12/02/2025,Bob,Tea,2,N/A,Online,Spilled order
980,,David,ERROR,,5.00,,
981,UNKNOWN,,Sandwich,3,5.00,,
982,12/02/2025,Charlie,Tea,Two,3.50,Online,
983,2025-12-01,UNKNOWN,Juice,1,3.50,Card,UNKNOWN
984,,David,,Two,5.00,,
"985,""Dec 3, 2025"",,,ERROR,ERROR,UNKNOWN,"
986,12/02/2025,Eve,Coffee,2,N/A,UNKNOWN,
987,2025-12-01,Charlie,,ERROR,5.00,Cash,Extra sugar
988,2025/12/04,Eve,Sandwich,,3.50,Online,
989,UNKNOWN,Bob,Coffee,,5.00,Card,
990,,Alice,Sandwich,2,ERROR,Cash,Extra sugar
991,12/02/2025,Charlie,Juice,3,5.00,Online,No ice
992,12/02/2025,,Coffee,3,N/A,,Extra sugar
"993,""Dec 3, 2025"",,Cake,,,UNKNOWN,Extra sugar"
"994,""Dec 3, 2025"",Bob,ERROR,,ERROR,Card,"
995,2025/12/04,Bob,ERROR,1,3.50,UNKNOWN,Spilled order
996,UNKNOWN,Unknown,Sandwich,3,N/A,,Spilled order
997,2025/12/04,Charlie,,2,5.00,Online,UNKNOWN
998,2025-12-01,Eve,Cake,3,5.00,,Spilled order
999,2025-12-01,UNKNOWN,Coffee,1,,,Extra sugar
1000,2025/12/04,,Cake,ERROR,3.50,UNKNOWN,UNKNOWN
